;singular;plural;utrum;first;second;third;first;second;third;familiar;formal;masculine;feminine;neuter;utrum;masculine;feminine;neuter;utrum;reflexive;Ido;English;Esperanto1894;Esperanto
me;tu;vu;il(u);el(u);ol(u);lu;ni;vi;ili;eli;oli;li;su;on(u)
I;thou;you;he;she;it;–;we;you;;;;they;;one
mi/mu;tu;vu;lu;elu;lu;–;nos;vos;;;;ilu;su;on
mi;ci;vi;li;ŝi;ĝi;li;ni;vi;;;;ili;si;oni
